2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556388	0.000000	0.000000	2777777.778356	0.000000	0.000000	11111111.112136	0.000000	0.000000	5555555.556388	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778356	0.000000	0.000000	5555555.556388	0.000000	0.000000	5555555.556388	0.000000	0.000000	11111111.112136	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	5555555.556068	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2777777.700000	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	5555555.556068	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	5555555.556068	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	5555555.556068	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	5555555.556068	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	5555555.556068	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556068	0.000000	0.000000	2777777.778194	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556068	0.000000	0.000000	2777777.778194	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1388888.889178	0.000000	0.000000	694444.444629	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	5555555.556068	0.000000	0.000000	2777777.778194	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778194	0.000000	0.000000	5555555.556068	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778194	0.000000	0.000000	5555555.556068	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	694444.444629	0.000000	0.000000	1388888.889178	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	1388888.889178	0.000000	0.000000	2777777.778194	0.000000	0.000000	2777777.778194	0.000000	0.000000	5555555.556068	
